ID, ROBOT_X, ROBOT_Y, ANGLE
5, 1.02104, -0.73922, -0.15329
5, 1.02108, -0.739113, -0.15329
5, 1.02151, -0.738237, -0.146639
5, 1.02169, -0.737874, -0.146639
5, 1.0208, -0.73956, -0.150982
5, 1.02057, -0.739972, -0.150982
5, 1.02291, -0.738464, -0.15062
5, 1.02372, -0.738116, -0.15062
5, 1.02226, -0.738096, -0.141605
5, 1.02219, -0.737867, -0.141605
5, 1.02179, -0.737923, -0.152902
5, 1.02162, -0.737814, -0.152902
5, 1.02194, -0.738251, -0.147651
5, 1.02195, -0.73835, -0.147651
5, 1.02154, -0.738982, -0.149288
5, 1.02136, -0.739331, -0.149288
5, 1.02147, -0.739651, -0.152865
5, 1.02143, -0.739944, -0.152865
5, 1.02043, -0.739379, -0.150327
5, 1.02003, -0.739332, -0.150327
5, 1.02131, -0.739627, -0.156374
5, 1.02155, -0.739709, -0.156374
5, 1.02135, -0.73947, -0.150985
5, 1.02142, -0.73943, -0.150985
5, 1.02247, -0.738358, -0.14996
5, 1.02291, -0.737926, -0.14996
5, 1.02101, -0.739553, -0.155634
5, 1.02049, -0.739966, -0.155634
5, 1.02024, -0.739001, -0.15145
5, 1.01986, -0.738881, -0.15145
5, 1.0208, -0.739287, -0.156437
5, 1.02121, -0.739483, -0.156437
5, 1.02103, -0.739931, -0.159472
5, 1.02105, -0.739646, -0.152603
5, 1.02105, -0.739393, -0.152603
5, 1.02146, -0.739122, -0.155007
5, 1.02172, -0.73891, -0.155007
5, 1.02168, -0.738903, -0.148071
5, 1.0218, -0.73878, -0.148071
5, 1.02106, -0.739454, -0.152644
5, 1.02085, -0.739638, -0.152644
5, 1.02087, -0.738941, -0.149403
5, 1.02075, -0.738775, -0.149403
5, 1.02146, -0.738491, -0.156543
5, 1.0217, -0.738258, -0.156543
5, 1.0219, -0.738366, -0.148617
5, 1.02209, -0.738288, -0.148617
5, 1.0212, -0.738745, -0.155002
5, 1.02098, -0.738869, -0.155002
5, 1.02098, -0.738869, -0.155002
5, 1.02087, -0.739286, -0.152679
5, 1.02069, -0.739642, -0.152679
5, 1.02166, -0.738678, -0.150225
5, 1.02191, -0.73848, -0.150225
5, 1.02186, -0.739186, -0.153278
5, 1.02201, -0.739338, -0.153278
5, 1.02156, -0.740007, -0.154986
5, 1.02147, -0.740374, -0.154986
5, 1.0212, -0.740025, -0.153019
5, 1.02106, -0.740099, -0.153019
5, 1.02209, -0.739063, -0.147686
5, 1.02238, -0.738737, -0.147686
5, 1.02079, -0.738885, -0.146011
5, 1.02035, -0.738722, -0.146011
5, 1.02022, -0.73886, -0.14731
5, 1.02091, -0.739603, -0.151097
5, 1.02091, -0.739603, -0.151097
5, 1.02103, -0.739881, -0.151097
5, 1.02126, -0.73876, -0.155712
5, 1.0214, -0.738526, -0.155712
5, 1.02199, -0.73882, -0.143748
5, 1.02229, -0.738777, -0.143748
5, 1.02247, -0.73883, -0.150404
5, 1.0227, -0.738823, -0.150404
5, 1.02197, -0.739141, -0.149822
5, 1.02184, -0.73926, -0.149822
5, 1.02138, -0.739079, -0.157295
5, 1.02112, -0.739085, -0.157295
5, 1.02196, -0.73834, -0.150514
5, 1.02214, -0.738039, -0.150514
5, 1.02089, -0.73887, -0.146162
5, 1.02049, -0.739013, -0.146162
5, 1.02134, -0.738404, -0.150928
5, 1.02142, -0.738259, -0.150928
5, 1.02114, -0.738769, -0.151315
5, 1.02109, -0.73886, -0.151315
5, 1.02211, -0.739786, -0.156623
5, 1.02243, -0.740158, -0.156623
5, 1.02123, -0.739217, -0.148517
5, 1.02101, -0.739128, -0.148517
5, 1.02153, -0.738102, -0.151337
5, 1.02157, -0.737717, -0.151337
5, 1.02084, -0.739263, -0.152805
5, 1.02062, -0.739529, -0.152805
5, 1.02195, -0.739062, -0.150803
5, 1.02226, -0.739075, -0.150803
5, 1.02072, -0.739132, -0.151577
5, 1.02044, -0.739155, -0.151577
5, 1.02036, -0.739013, -0.154654
5, 1.0201, -0.738978, -0.154654
5, 1.02127, -0.739868, -0.148376
5, 1.02155, -0.74019, -0.148376
5, 1.02172, -0.738918, -0.143121
5, 1.02174, -0.739001, -0.158814
5, 1.02182, -0.738951, -0.158814
5, 1.02231, -0.739751, -0.151357
5, 1.02255, -0.740026, -0.151357
5, 1.02187, -0.73938, -0.156582
5, 1.02176, -0.739298, -0.156582
5, 1.02083, -0.739852, -0.152227
5, 1.02044, -0.740002, -0.152227
5, 1.02078, -0.739486, -0.148842
5, 1.02066, -0.739401, -0.148842
5, 1.02086, -0.739229, -0.137483
5, 1.02085, -0.739117, -0.137483
5, 1.02171, -0.739071, -0.150503
5, 1.02199, -0.73899, -0.150503
5, 1.02152, -0.737974, -0.150394
5, 1.02154, -0.737595, -0.150394
5, 1.02376, -0.737794, -0.144425
5, 1.02471, -0.737578, -0.144425
5, 1.02226, -0.738793, -0.151772
5, 1.02195, -0.739081, -0.151772
5, 1.0214, -0.739053, -0.149795
5, 1.02104, -0.739221, -0.149795
5, 1.02099, -0.739884, -0.153066
5, 1.02074, -0.74021, -0.153066
5, 1.0219, -0.739016, -0.151509
5, 1.02213, -0.738821, -0.151509
5, 1.02238, -0.738936, -0.14432
5, 1.02262, -0.738847, -0.14432
5, 1.02152, -0.738944, -0.145096
5, 1.0213, -0.738918, -0.145096
5, 1.02159, -0.7388, -0.154066
5, 1.02155, -0.73875, -0.154066
5, 1.02176, -0.739359, -0.15445
5, 1.0218, -0.739515, -0.15445
5, 1.02184, -0.738853, -0.149283
5, 1.02188, -0.738756, -0.149283
5, 1.0212, -0.739508, -0.149482
5, 1.021, -0.739678, -0.149482
5, 1.02147, -0.738882, -0.153661
5, 1.02149, -0.738719, -0.153661
5, 1.02179, -0.740057, -0.154925
5, 1.02192, -0.74044, -0.154925
5, 1.02157, -0.739938, -0.153304
5, 1.0215, -0.740036, -0.153304
5, 1.02176, -0.739458, -0.146682
5, 1.02183, -0.739289, -0.146682
5, 1.02103, -0.739189, -0.146643
5, 1.02077, -0.73904, -0.146643
5, 1.02236, -0.738895, -0.153082
5, 1.02272, -0.738766, -0.153082
5, 1.02085, -0.739457, -0.150199
5, 1.0204, -0.739627, -0.150199
5, 1.02137, -0.739544, -0.14883
5, 1.02147, -0.739626, -0.14883
5, 1.02166, -0.738312, -0.153132
5, 1.02178, -0.737913, -0.153132
5, 1.02105, -0.739664, -0.15654
5, 1.02088, -0.739995, -0.15654
5, 1.02196, -0.739228, -0.150485
5, 1.02224, -0.739165, -0.150485
5, 1.02299, -0.737468, -0.144958
5, 1.02349, -0.73673, -0.144958
5, 1.02132, -0.738605, -0.146959
5, 1.02081, -0.738859, -0.146959
5, 1.02139, -0.73992, -0.141324
5, 1.02128, -0.740431, -0.141324
5, 1.02077, -0.739207, -0.158208
5, 1.02054, -0.739126, -0.158208
5, 1.02138, -0.739409, -0.148674
5, 1.02152, -0.739453, -0.148674
5, 1.02174, -0.739525, -0.144199
5, 1.02189, -0.739573, -0.144199
5, 1.02119, -0.739215, -0.149954
5, 1.02106, -0.73913, -0.149954
5, 1.02194, -0.738549, -0.146788
5, 1.02214, -0.738307, -0.146788
5, 1.0208, -0.738676, -0.15305
5, 1.02055, -0.738645, -0.15305
5, 1.02285, -0.737219, -0.150431
5, 1.02341, -0.736737, -0.150431
5, 1.02074, -0.739396, -0.15164
5, 1.02018, -0.740012, -0.15164
5, 1.02059, -0.739758, -0.151294
5, 1.02037, -0.740077, -0.151294
5, 1.02236, -0.738355, -0.147701
5, 1.02293, -0.737939, -0.147701
5, 1.02116, -0.738789, -0.161165
5, 1.02095, -0.738805, -0.161165
5, 1.02163, -0.738508, -0.14338
5, 1.02172, -0.738412, -0.14338
5, 1.02153, -0.738852, -0.156501
5, 1.02152, -0.738946, -0.156501
5, 1.02189, -0.738039, -0.155369
5, 1.02201, -0.737777, -0.155369
5, 1.02084, -0.739211, -0.154252
5, 1.02049, -0.739558, -0.154252
5, 1.02142, -0.738579, -0.149063
5, 1.0215, -0.73848, -0.149063
5, 1.02075, -0.738806, -0.144225
5, 1.02058, -0.738841, -0.144225
5, 1.02179, -0.739334, -0.142454
5, 1.02211, -0.73954, -0.142454
5, 1.02392, -0.738205, -0.152359
5, 1.02466, -0.73792, -0.152359
5, 1.02165, -0.738944, -0.144296
5, 1.0212, -0.739073, -0.144296
5, 1.02146, -0.738728, -0.147682
5, 1.02123, -0.738702, -0.147682
5, 1.02025, -0.738691, -0.154024
5, 1.01983, -0.738672, -0.154024
5, 1.02067, -0.738715, -0.14749
5, 1.02064, -0.738715, -0.14749
5, 1.02022, -0.737805, -0.147248
5, 1.02007, -0.737533, -0.147248
5, 1.02206, -0.737905, -0.151733
5, 1.02157, -0.738062, -0.151063
5, 1.02135, -0.738142, -0.151063
5, 1.02131, -0.738195, -0.151063
5, 1.02275, -0.739205, -0.153539
5, 1.02322, -0.73959, -0.153539
5, 1.02147, -0.739165, -0.15663
5, 1.02181, -0.73869, -0.15663
5, 1.02181, -0.73869, -0.15663
5, 1.02198, -0.738364, -0.15663
5, 1.0214, -0.73823, -0.148125
5, 1.02136, -0.739216, -0.154269
5, 1.02198, -0.738277, -0.144178
5, 1.02232, -0.737784, -0.144178
5, 1.02264, -0.737372, -0.144178
5, 1.0212, -0.738752, -0.147277
5, 1.02097, -0.738919, -0.147277
5, 1.02128, -0.738935, -0.142605
5, 1.02105, -0.738982, -0.151153
5, 1.02089, -0.739047, -0.151153
5, 1.02075, -0.739123, -0.151153
5, 1.02196, -0.738776, -0.15159
5, 1.02175, -0.738788, -0.14832
5, 1.02169, -0.73878, -0.14832
5, 1.02188, -0.739092, -0.144008
5, 1.02188, -0.739092, -0.144008
5, 1.02198, -0.73926, -0.144008
5, 1.02131, -0.738917, -0.153626
5, 1.02173, -0.738791, -0.145007
5, 1.02173, -0.738791, -0.145007
5, 1.02124, -0.739126, -0.150967
5, 1.02078, -0.739316, -0.150967
5, 1.0213, -0.739505, -0.14994
5, 1.02151, -0.739647, -0.14994
5, 1.02151, -0.739647, -0.14994
5, 1.02155, -0.739464, -0.145364
5, 1.02162, -0.739472, -0.145364
5, 1.02118, -0.738902, -0.151285
5, 1.02097, -0.738616, -0.151285
5, 1.02097, -0.739255, -0.14594
5, 1.0209, -0.739583, -0.14594
5, 1.02138, -0.738828, -0.146286
5, 1.02154, -0.738608, -0.146286
5, 1.02047, -0.73919, -0.146102
5, 1.02011, -0.739306, -0.146102
5, 1.02091, -0.739349, -0.157863
5, 1.02103, -0.739436, -0.157863
5, 1.02158, -0.738784, -0.157235
5, 1.02184, -0.738589, -0.157235
5, 1.0221, -0.738524, -0.149768
5, 1.02235, -0.73839, -0.149768
5, 1.02144, -0.739059, -0.153586
5, 1.02126, -0.739224, -0.153586
5, 1.02079, -0.739517, -0.151211
5, 1.02047, -0.739757, -0.151211
5, 1.02077, -0.739736, -0.147975
5, 1.02068, -0.739875, -0.147975
5, 1.02208, -0.739068, -0.147065
5, 1.0225, -0.738874, -0.147065
5, 1.02095, -0.738975, -0.153916
5, 1.02065, -0.738878, -0.153916
5, 1.02172, -0.73792, -0.146718
5, 1.02194, -0.737468, -0.146718
5, 1.02281, -0.739044, -0.151386
5, 1.02071, -0.739307, -0.148279
5, 1.02016, -0.739533, -0.148279
5, 1.01974, -0.738502, -0.149333
5, 1.01927, -0.738278, -0.149333
5, 1.02067, -0.739673, -0.149158
5, 1.02092, -0.740094, -0.149158
5, 1.01962, -0.740061, -0.154687
5, 1.01925, -0.740316, -0.154687
5, 1.02155, -0.739226, -0.149807
5, 1.02221, -0.738964, -0.149807
5, 1.02225, -0.738689, -0.15598
5, 1.02269, -0.738408, -0.15598
5, 1.02112, -0.739948, -0.151483
5, 1.02081, -0.740347, -0.151483
5, 1.02117, -0.739264, -0.156739
5, 1.0211, -0.739119, -0.156739
5, 1.02183, -0.73836, -0.153968
5, 1.02204, -0.73803, -0.153968
5, 1.02212, -0.738255, -0.144222
5, 1.02228, -0.738123, -0.144222
5, 1.02105, -0.739047, -0.159964
5, 1.02069, -0.73931, -0.159964
5, 1.02194, -0.738981, -0.160465
5, 1.02219, -0.739023, -0.160465
5, 1.02175, -0.739282, -0.147961
5, 1.02174, -0.739398, -0.147961
5, 1.0216, -0.73962, -0.153573
5, 1.02155, -0.739762, -0.153573
5, 1.02044, -0.738295, -0.149414
5, 1.02005, -0.737909, -0.149414
5, 1.02005, -0.737909, -0.149414
5, 1.0207, -0.738764, -0.149223
5, 1.02065, -0.738787, -0.149223
5, 1.02246, -0.738734, -0.144192
5, 1.02297, -0.738731, -0.144192
5, 1.02139, -0.740186, -0.147591
5, 1.02162, -0.737844, -0.151486
5, 1.02161, -0.737371, -0.151486
5, 1.02248, -0.738724, -0.146135
5, 1.02273, -0.738808, -0.146135
5, 1.02015, -0.738869, -0.150168
5, 1.02099, -0.739189, -0.146889
5, 1.0214, -0.739441, -0.146889
5, 1.02154, -0.739633, -0.151202
5, 1.02166, -0.739793, -0.151202
5, 1.02099, -0.739541, -0.151881
5, 1.02063, -0.739449, -0.151881
5, 1.02206, -0.738458, -0.150793
5, 1.02249, -0.738051, -0.150793
5, 1.02264, -0.738488, -0.149251
5, 1.02276, -0.738654, -0.149251
5, 1.02253, -0.738591, -0.148203
5, 1.02248, -0.738552, -0.148203
5, 1.02215, -0.738632, -0.149821
5, 1.02202, -0.738649, -0.149821
5, 1.02125, -0.739361, -0.150936
5, 1.02076, -0.739788, -0.150936
5, 1.02154, -0.738846, -0.148449
5, 1.02161, -0.73867, -0.148449
5, 1.02239, -0.739269, -0.147989
5, 1.02273, -0.739399, -0.147989
5, 1.02134, -0.740138, -0.142582
5, 1.02069, -0.740526, -0.142582
5, 1.02125, -0.739084, -0.151052
