ID, ROBOT_X, ROBOT_Y, ROBOT_W, ROBOT_M1, ROBOT_M2, ROBOT_M3, ROBOT_M4, VISION_X, VISION_Y, VISION_W, BEHAVIOR, LABEL, TIMESTAMP, PCKT, CHANGE_STATE
5, -2.085, -0.777, -0.2239, 0, 0, 0, 0, -1.99777, -1.00346, -0.142417, 2, 0, 2022-09-12.15:26:43, 86, 0
5, -1.996, -1.003, -0.1365, 4.6, 4.83, 4.83, 4.14, -1.99763, -1.00391, 0.27447, 2, 0, 2022-09-12.15:26:44, 87, 0
5, -1.997, -1.004, 0.9647, 5.98, 4.83, 5.52, 4.83, -1.99717, -1.00588, 1.1144, 2, 0, 2022-09-12.15:26:44, 89, 0
5, -1.929, -0.998, 1.545, -8.51, 19.09, 14.26, -14.03, -1.89849, -0.970224, 1.58466, 2, 0, 2022-09-12.15:26:45, 94, 1
5, -1.758, -0.982, 1.5865, -20.47, 32.67, 29.91, -23.7, -1.73683, -0.926975, 1.71218, 2, 0, 2022-09-12.15:26:45, 95, 1
5, -1.083, -0.907, 1.8825, -56.83, 46.24, 71.1, -31.29, -1.28217, -0.775284, 1.91855, 2, 0, 2022-09-12.15:26:46, 97, 1
5, -0.654, -0.879, 1.7942, -64.88, 35.2, 73.63, -22.77, -0.97471, -0.748826, 1.65314, 2, 0, 2022-09-12.15:26:46, 98, 1
5, -0.275, -0.984, 1.5873, -56.83, 25.31, 59.59, -10.81, -0.733768, -0.837774, 1.51926, 2, 0, 2022-09-12.15:26:46, 99, 1
5, -0.002, -1.092, 1.508, -36.12, 27.15, 46.47, -12.65, -0.509995, -0.917709, 1.52335, 2, 0, 2022-09-12.15:26:46, 100, 1
5, 0.225, -1.151, 1.5012, -24.62, 25.54, 32.44, -15.64, -0.323113, -0.961017, 1.50411, 2, 0, 2022-09-12.15:26:46, 101, 1
5, 0.395, -1.18, 1.4964, -13.34, 19.55, 20.01, -11.96, -0.198949, -0.97768, 1.50868, 2, 0, 2022-09-12.15:26:47, 102, 1
5, 0.508, -1.188, 1.5267, -8.97, 13.57, 12.88, -8.28, -0.106572, -0.983473, 1.52265, 2, 0, 2022-09-12.15:26:47, 103, 1
5, 0.592, -1.197, 1.5355, -8.97, 11.04, 12.42, -7.13, -0.0509322, -0.988641, 1.53871, 2, 0, 2022-09-12.15:26:47, 104, 1
5, 0.666, -1.209, 1.5467, -7.82, 7.36, 10.81, -3.68, 0.00997994, -1.00198, 1.56973, 2, 0, 2022-09-12.15:26:47, 105, 0
5, 0.704, -1.216, 1.9413, 11.27, 11.73, 13.34, 13.34, 0.0207202, -1.00442, 2.29721, 2, 0, 2022-09-12.15:26:47, 106, 0
5, 0.702, -1.216, 2.4621, 6.67, 5.75, 5.75, 6.44, 0.0174773, -1.00461, 2.66551, 2, 0, 2022-09-12.15:26:48, 107, 0
5, 0.701, -1.217, 2.7658, 3.91, 3.22, 3.91, 3.68, 0.0172065, -1.00474, 2.88382, 2, 0, 2022-09-12.15:26:48, 108, 0
5, 0.701, -1.217, 2.9268, 1.61, 1.84, 1.61, 2.3, 0.0167673, -1.00442, 2.98712, 2, 0, 2022-09-12.15:26:48, 109, 0
