ID, ROBOT_X, ROBOT_Y, ROBOT_W, ROBOT_M1, ROBOT_M2, ROBOT_M3, ROBOT_M4, VISION_X, VISION_Y, VISION_W, BEHAVIOR, LABEL, TIMESTAMP, PCKT, CHANGE_STATE
5, -2.057, -0.904, -0.0637, 0, 0, 0, 0, -2.01217, -0.971721, -0.0523388, 2, 0, 2022-09-12.15:15:31, 64, 1
5, -2.057, -0.904, -0.0637, 0, 0, 0, 0, -2.01178, -0.971623, -0.0516767, 2, 0, 2022-09-12.15:15:31, 67, 1
5, -1.746, -0.978, -0.1491, 43.71, 34.97, -37.73, -41.41, -1.70979, -1.05361, -0.198367, 2, 0, 2022-09-12.15:15:32, 70, 1
5, -1.445, -1.009, -0.2285, 64.19, 41.41, -54.3, -53.61, -1.44128, -1.12138, -0.242756, 2, 0, 2022-09-12.15:15:32, 71, 1
5, -0.769, -0.989, -0.132, 53.84, 24.16, -45.09, -39.11, -0.867718, -1.16207, -0.124762, 2, 0, 2022-09-12.15:15:32, 73, 1
5, -0.528, -0.939, -0.0913, 43.71, 20.01, -39.11, -29.22, -0.654858, -1.13066, -0.0757961, 2, 0, 2022-09-12.15:15:33, 74, 1
5, -0.05, -0.806, 0.023, 23.93, 12.19, -20.93, -18.17, -0.273992, -1.06184, 0.0124455, 2, 0, 2022-09-12.15:15:33, 77, 1
5, 0.058, -0.78, 0.0299, 19.55, 11.5, -17.48, -16.1, -0.182758, -1.0507, 0.012992, 2, 0, 2022-09-12.15:15:33, 78, 1
5, 0.282, -0.708, 1.2488, 2.76, 3.45, 3.22, 2.99, -0.0116291, -1.00796, 1.3373, 2, 0, 2022-09-12.15:15:35, 84, 0
5, 0.282, -0.708, 1.4019, 0.92, 1.84, 1.84, 1.61, -0.0117602, -1.00824, 1.43054, 2, 0, 2022-09-12.15:15:35, 85, 0
5, 0.282, -0.708, 1.4856, -0.23, -0.23, 0, 0, -0.0119836, -1.00762, 1.47595, 2, 0, 2022-09-12.15:15:35, 88, 0
5, 0.282, -0.708, 1.4857, 0, 0, 0, 0, -0.0116165, -1.00749, 1.47511, 2, 0, 2022-09-12.15:15:36, 89, 0
5, 0.282, -0.709, 1.4857, 0, -0.23, 0, 0, -0.0114796, -1.00793, 1.47719, 2, 0, 2022-09-12.15:15:36, 91, 0
5, 0.282, -0.709, 1.4862, 0, 0, 0, 0.23, -0.0117562, -1.0078, 1.47933, 2, 0, 2022-09-12.15:15:36, 92, 1
5, 0.286, -0.462, 1.4124, 45.55, 34.74, -34.97, -42.1, 0.071487, -0.704012, 1.36728, 2, 0, 2022-09-12.15:15:37, 95, 1
