ID, ROBOT_X, ROBOT_Y, ROBOT_W, ROBOT_M1, ROBOT_M2, ROBOT_M3, ROBOT_M4, VISION_X, VISION_Y, VISION_W, BEHAVIOR, LABEL, TIMESTAMP, PCKT, CHANGE_STATE
0, -2.07, -0.906, -0.2056, 0, 0, 0, 0, -2.00053, -0.99055, -0.131798, 2, 0, 2022-09-12.20:50:40, 191, 1
0, -2.07, -0.906, -0.2056, 0, 0, 0, 0, -2.00027, -0.990528, -0.127136, 2, 0, 2022-09-12.20:50:40, 192, 1
0, -1.994, -0.99, -0.1221, 6.67, 4.6, -3.22, -4.14, -1.95282, -0.989862, -0.0710622, 2, 0, 2022-09-12.20:50:40, 193, 1
0, -1.708, -0.987, -0.0706, 48.09, 33.82, -38.65, -41.87, -1.63395, -0.989373, -0.0661846, 2, 0, 2022-09-12.20:50:41, 195, 1
0, -1.384, -0.987, -0.0809, 69.48, 48.78, -53.61, -61.89, -1.33023, -0.997729, -0.0756267, 2, 0, 2022-09-12.20:50:41, 196, 1
0, 0.015, -0.989, -0.0389, 13.57, 9.89, -11.27, -12.19, -0.10634, -1.00558, -0.0290176, 2, 0, 2022-09-12.20:50:42, 203, 1
0, 0.165, -0.977, 0.4312, 11.27, 11.04, 11.73, 11.27, -0.00731485, -0.999698, 0.810258, 2, 0, 2022-09-12.20:50:43, 206, 0
0, 0.163, -0.979, 0.8967, 4.83, 5.06, 5.52, 5.52, -0.00799359, -0.999274, 1.11366, 2, 0, 2022-09-12.20:50:43, 207, 0
0, 0.163, -0.979, 1.3284, 1.84, 2.3, 1.61, 2.3, -0.00873898, -0.998525, 1.38029, 2, 0, 2022-09-12.20:50:44, 209, 0
0, 0.163, -0.978, 1.4201, 0.69, 1.15, 1.15, 1.15, -0.00738857, -0.998094, 1.46669, 2, 0, 2022-09-12.20:50:44, 210, 0
0, 0.163, -0.978, 1.4587, 0, 0, 0, -0.23, -0.00816823, -0.997206, 1.46593, 2, 0, 2022-09-12.20:50:44, 213, 0
0, 0.163, -0.978, 1.4589, 0, 0, 0, 0, -0.00907919, -0.997146, 1.47242, 2, 0, 2022-09-12.20:50:45, 214, 1
0, 0.165, -0.462, 1.5607, 62.81, 48.09, -51.08, -54.3, -0.0360341, -0.388988, 1.59517, 2, 0, 2022-09-12.20:50:45, 218, 1
0, 0.149, -0.103, 1.5972, 62.12, 52.23, -49.47, -63.27, -0.0529146, -0.0630359, 1.61496, 2, 0, 2022-09-12.20:50:46, 219, 1
0, 0.151, 0.226, 1.5914, 50.16, 44.63, -40.49, -55.22, -0.0583469, 0.225267, 1.56536, 2, 0, 2022-09-12.20:50:46, 220, 1
0, 0.165, 0.504, 1.5106, 40.03, 33.13, -33.13, -42.56, -0.0495663, 0.469821, 1.42216, 2, 0, 2022-09-12.20:50:46, 221, 1
0, 0.231, 0.921, 1.476, 17.25, 13.34, -14.03, -14.49, -0.013416, 0.811919, 1.52624, 2, 0, 2022-09-12.20:50:47, 224, 1
0, 0.229, 1.008, 1.525, 14.26, 12.65, -11.04, -11.73, -0.0165898, 0.893776, 1.5662, 2, 0, 2022-09-12.20:50:47, 225, 1
0, 0.252, 1.158, 2.8696, 2.53, 2.3, 2.3, 2.07, 0.00098352, 0.986342, 2.96949, 2, 0, 2022-09-12.20:50:48, 231, 0
0, 0.251, 1.158, 2.988, 0, 0.23, 0, 0, -0.00104079, 0.986334, 3.01779, 2, 0, 2022-09-12.20:50:49, 234, 0
0, 0.251, 1.158, 2.9875, 0, 0, 0, 0.46, -0.000591567, 0.986503, 3.02271, 2, 0, 2022-09-12.20:50:49, 235, 0
0, 0.251, 1.158, 2.9876, 0, 0, 0, 0, -0.00122053, 0.986037, 3.02165, 2, 0, 2022-09-12.20:50:49, 236, 1
0, 0.135, 1.161, 3.0476, 30.6, 20.24, -23.23, -25.31, -0.213508, 0.989342, 3.08881, 2, 0, 2022-09-12.20:50:49, 238, 1
0, -0.082, 1.169, 3.0532, 50.85, 35.89, -40.03, -45.09, -0.447852, 0.992475, 3.10679, 2, 0, 2022-09-12.20:50:50, 239, 1
0, -1.062, 1.211, 3.0741, 46.93, 39.57, -37.73, -48.09, -1.35335, 0.999827, 3.1378, 2, 0, 2022-09-12.20:50:50, 242, 1
