ID, ROBOT_X, ROBOT_Y, ROBOT_W, ROBOT_M1, ROBOT_M2, ROBOT_M3, ROBOT_M4, VISION_X, VISION_Y, VISION_W, BEHAVIOR, LABEL, TIMESTAMP, PCKT, CHANGE_STATE
5, -2.005, -0.98, -0.047, 2.53, 2.3, -1.61, -0.92, -2.00612, -0.980846, -0.0487034, 2, 0, 2022-09-05.19:51:07, 47, 1
5, -2.005, -0.98, -0.046, 2.76, 2.3, -0.46, -1.15, -2.00588, -0.980928, -0.0487034, 2, 0, 2022-09-05.19:51:07, 48, 1
5, -2.004, -0.98, -0.0437, 3.45, 3.22, -0.92, -1.84, -2.00564, -0.980873, -0.0500781, 2, 0, 2022-09-05.19:51:07, 51, 1
5, -2.003, -0.98, -0.0405, 3.91, 3.91, -2.07, -3.22, -2.00552, -0.980895, -0.0500781, 2, 0, 2022-09-05.19:51:07, 53, 1
5, -1.999, -0.98, -0.037, 6.9, 4.83, -3.45, -5.29, -2.00549, -0.980827, -0.0500781, 2, 0, 2022-09-05.19:51:07, 58, 1
5, -1.998, -0.98, -0.037, 6.44, 5.29, -5.06, -6.67, -2.00555, -0.981119, -0.0418013, 2, 0, 2022-09-05.19:51:07, 59, 1
5, -1.994, -0.981, -0.0366, 8.05, 7.82, -5.52, -8.28, -2.0055, -0.981224, -0.0418013, 2, 0, 2022-09-05.19:51:07, 62, 1
5, -1.983, -0.981, -0.0419, 11.73, 8.28, -9.66, -11.73, -2.00226, -0.982216, -0.0366983, 2, 0, 2022-09-05.19:51:07, 68, 1
5, -1.982, -0.981, -0.0428, 11.73, 9.89, -10.35, -11.73, -2.0015, -0.982464, -0.0366983, 2, 0, 2022-09-05.19:51:07, 69, 1
5, -1.972, -0.981, -0.043, 16.1, 12.42, -10.81, -15.18, -1.99805, -0.983403, -0.0390993, 2, 0, 2022-09-05.19:51:07, 73, 1
5, -1.967, -0.982, -0.0441, 16.1, 11.96, -11.73, -15.41, -1.99663, -0.983823, -0.0390993, 2, 0, 2022-09-05.19:51:07, 75, 1
5, -1.955, -0.982, -0.045, 18.17, 16.1, -14.03, -19.09, -1.99584, -0.984058, -0.0390993, 2, 0, 2022-09-05.19:51:07, 79, 1
5, -1.952, -0.982, -0.0448, 20.24, 17.71, -16.1, -20.93, -1.99486, -0.984348, -0.0390993, 2, 0, 2022-09-05.19:51:07, 80, 1
5, -1.94, -0.982, -0.0478, 23.93, 16.79, -17.48, -19.09, -1.98888, -0.985926, -0.0476959, 2, 0, 2022-09-05.19:51:07, 83, 1
5, -1.937, -0.982, -0.0493, 23.46, 16.1, -19.32, -19.32, -1.98678, -0.986501, -0.0476959, 2, 0, 2022-09-05.19:51:07, 84, 1
5, -1.918, -0.982, -0.0561, 26.46, 19.55, -22.54, -23.23, -1.97101, -0.988599, -0.0466933, 2, 0, 2022-09-05.19:51:07, 89, 1
5, -1.91, -0.982, -0.0588, 28.76, 20.47, -21.85, -24.62, -1.96693, -0.989266, -0.0466933, 2, 0, 2022-09-05.19:51:07, 91, 1
5, -1.899, -0.981, -0.0658, 30.37, 21.16, -23.23, -26, -1.96587, -0.989227, -0.0466933, 2, 0, 2022-09-05.19:51:07, 93, 1
5, -1.891, -0.981, -0.0711, 28.76, 20.93, -23.7, -27.15, -1.96207, -0.989791, -0.0466933, 2, 0, 2022-09-05.19:51:07, 95, 1
5, -1.887, -0.981, -0.0746, 27.38, 21.62, -27.15, -28.53, -1.95367, -0.991829, -0.0511006, 2, 0, 2022-09-05.19:51:07, 96, 1
