ID, ROBOT_X, ROBOT_Y, ROBOT_W, ROBOT_M1, ROBOT_M2, ROBOT_M3, ROBOT_M4, VISION_X, VISION_Y, VISION_W, BEHAVIOR, LABEL, TIMESTAMP, PCKT
5, -1.997, -0.989, 0.0538, 14.49, 7.36, -7.13, -9.43, -2.00197, -0.990213, 0.0471836, 0, 0, 2022-08-23.18:25:43, 189
5, -1.995, -0.989, 0.0526, 18.63, 8.51, -7.36, -14.49, -2.00189, -0.990203, 0.0471836, 0, 0, 2022-08-23.18:25:43, 190
5, -1.99, -0.988, 0.0483, 25.08, 14.26, -11.27, -24.85, -2.00178, -0.99014, 0.0471836, 0, 0, 2022-08-23.18:25:43, 192
5, -1.979, -0.988, 0.0335, 28.3, 26, -21.16, -26.69, -2.00171, -0.99012, 0.0471836, 0, 0, 2022-08-23.18:25:43, 194
5, -1.971, -0.988, 0.0206, 29.45, 16.33, -23.23, -23.23, -2.00201, -0.990204, 0.0534957, 0, 0, 2022-08-23.18:25:43, 196
5, -1.967, -0.987, 0.0137, 29.91, 17.48, -22.08, -24.39, -2.00203, -0.990208, 0.0534957, 0, 0, 2022-08-23.18:25:43, 197
5, -1.955, -0.987, -0.0154, 33.82, 24.16, -21.39, -34.28, -2.00217, -0.990246, 0.0534957, 0, 0, 2022-08-23.18:25:43, 199
5, -1.945, -0.988, -0.0363, 35.66, 34.74, -26.46, -38.88, -2.00222, -0.990259, 0.0534957, 0, 0, 2022-08-23.18:25:43, 201
5, -1.939, -0.989, -0.0499, 32.9, 30.37, -30.37, -37.5, -1.99839, -0.991272, 0.0346475, 0, 0, 2022-08-23.18:25:43, 202
5, -1.925, -0.991, -0.0813, 23.46, 24.85, -31.29, -32.21, -1.9975, -0.991525, 0.0346475, 0, 0, 2022-08-23.18:25:43, 204
5, -1.915, -0.992, -0.0904, 33.59, 26.23, -24.62, -33.59, -1.99651, -0.991775, 0.0346475, 0, 0, 2022-08-23.18:25:43, 206
5, -1.9, -0.993, -0.1117, 37.5, 25.08, -28.07, -36.12, -1.99571, -0.991995, 0.0346475, 0, 0, 2022-08-23.18:25:43, 208
5, -1.895, -0.994, -0.1176, 38.88, 28.3, -30.6, -36.58, -1.98961, -0.994155, -0.0255404, 0, 0, 2022-08-23.18:25:43, 209
5, -1.884, -0.995, -0.1276, 40.95, 30.14, -30.37, -31.29, -1.98779, -0.994801, -0.0255404, 0, 0, 2022-08-23.18:25:43, 211
5, -1.869, -0.996, -0.1478, 31.06, 23.7, -27.15, -29.91, -1.9856, -0.995538, -0.0255404, 0, 0, 2022-08-23.18:25:43, 213
5, -1.864, -0.997, -0.15, 31.75, 26.92, -29.91, -32.21, -1.97678, -0.997893, -0.0813473, 0, 0, 2022-08-23.18:25:43, 214
5, -1.854, -0.998, -0.1524, 36.58, 30.6, -30.6, -31.98, -1.97255, -0.999132, -0.0813473, 0, 0, 2022-08-23.18:25:43, 216
5, -1.838, -1, -0.1565, 37.5, 28.76, -28.76, -29.91, -1.97165, -0.999292, -0.0813473, 0, 0, 2022-08-23.18:25:43, 218
5, -1.828, -1, -0.161, 36.81, 27.61, -31.06, -30.6, -1.96814, -1.00029, -0.0813473, 0, 0, 2022-08-23.18:25:43, 220
5, -1.818, -1.001, -0.16, 37.5, 29.22, -31.52, -29.91, -1.95651, -1.00467, -0.125725, 0, 0, 2022-08-23.18:25:43, 222
5, -1.808, -1.002, -0.1563, 36.81, 28.3, -31.52, -28.53, -1.95058, -1.00665, -0.125725, 0, 0, 2022-08-23.18:25:43, 223
5, -1.797, -1.003, -0.1533, 36.81, 28.99, -33.13, -29.22, -1.94865, -1.00752, -0.125725, 0, 0, 2022-08-23.18:25:43, 225
5, -1.787, -1.003, -0.147, 37.96, 30.14, -32.21, -30.83, -1.94473, -1.00888, -0.125725, 0, 0, 2022-08-23.18:25:43, 227
5, -1.771, -1.004, -0.1362, 39.11, 28.53, -28.53, -28.53, -1.93178, -1.01309, -0.139377, 0, 0, 2022-08-23.18:25:43, 229
5, -1.766, -1.005, -0.1316, 37.5, 26.92, -27.61, -26.92, -1.92487, -1.01541, -0.139377, 0, 0, 2022-08-23.18:25:43, 230
5, -1.756, -1.005, -0.1286, 36.81, 28.3, -30.6, -28.53, -1.92651, -1.0148, -0.139377, 0, 0, 2022-08-23.18:25:43, 232
5, -1.746, -1.005, -0.1206, 38.88, 29.22, -31.06, -29.45, -1.912, -1.01889, -0.144467, 0, 0, 2022-08-23.18:25:43, 233
5, -1.735, -1.005, -0.1098, 39.34, 29.22, -30.37, -28.76, -1.90396, -1.02134, -0.144467, 0, 0, 2022-08-23.18:25:43, 235
5, -1.725, -1.006, -0.101, 37.73, 28.76, -29.68, -28.07, -1.90382, -1.02121, -0.144467, 0, 0, 2022-08-23.18:25:43, 237
5, -1.715, -1.006, -0.0932, 35.89, 27.84, -28.76, -27.84, -1.89774, -1.02301, -0.144467, 0, 0, 2022-08-23.18:25:43, 238
5, -1.705, -1.006, -0.0847, 35.66, 30.6, -28.3, -29.45, -1.86432, -1.03284, -0.102984, 0, 0, 2022-08-23.18:25:43, 240
5, -1.685, -1.007, -0.0687, 37.73, 29.68, -27.61, -30.6, -1.84751, -1.0378, -0.102984, 0, 0, 2022-08-23.18:25:43, 243
5, -1.68, -1.007, -0.0662, 37.73, 29.68, -26.23, -30.14, -1.84153, -1.03955, -0.102984, 0, 0, 2022-08-23.18:25:43, 244
5, -1.669, -1.008, -0.0632, 33.59, 26.92, -25.08, -29.68, -1.83209, -1.04233, -0.102984, 0, 0, 2022-08-23.18:25:43, 246
5, -1.655, -1.008, -0.051, 36.35, 26.92, -27.61, -31.29, -1.8185, -1.04481, -0.0819147, 0, 0, 2022-08-23.18:25:43, 248
5, -1.645, -1.008, -0.0488, 34.28, 24.62, -28.53, -30.14, -1.82074, -1.04382, -0.0819147, 0, 0, 2022-08-23.18:25:43, 250
5, -1.64, -1.008, -0.0493, 37.04, 26.23, -29.45, -32.67, -1.81307, -1.04574, -0.0819147, 0, 0, 2022-08-23.18:25:43, 251
5, -1.625, -1.008, -0.0473, 35.2, 27.61, -27.15, -32.44, -1.8016, -1.04755, -0.0555991, 0, 0, 2022-08-23.18:25:43, 253
5, -1.615, -1.008, -0.0446, 36.81, 26.92, -30.14, -31.75, -1.79272, -1.04948, -0.0555991, 0, 0, 2022-08-23.18:25:43, 255
5, -1.609, -1.008, -0.044, 37.04, 27.84, -30.6, -32.21, -1.79349, -1.04896, -0.0555991, 0, 0, 2022-08-23.18:25:43, 0
5, -1.594, -1.008, -0.0412, 37.04, 26.46, -29.45, -31.52, -1.78823, -1.05003, -0.0555991, 0, 0, 2022-08-23.18:25:43, 2
5, -1.583, -1.008, -0.0394, 36.81, 25.77, -30.6, -31.75, -1.77211, -1.05116, -0.0387065, 0, 0, 2022-08-23.18:25:43, 4
5, -1.568, -1.007, -0.0291, 38.42, 26.23, -29.45, -32.21, -1.76285, -1.05246, -0.0387065, 0, 0, 2022-08-23.18:25:43, 6
5, -1.563, -1.007, -0.0312, 38.42, 25.54, -27.84, -32.67, -1.76488, -1.05167, -0.0387065, 0, 0, 2022-08-23.18:25:43, 7
5, -1.552, -1.007, -0.0308, 34.97, 25.77, -28.3, -31.75, -1.75823, -1.05247, -0.0387065, 0, 0, 2022-08-23.18:25:43, 9
5, -1.538, -1.006, -0.0258, 36.58, 27.38, -29.45, -33.36, -1.74226, -1.05333, -0.0337837, 0, 0, 2022-08-23.18:25:43, 11
5, -1.533, -1.006, -0.0233, 36.35, 26.23, -28.76, -32.21, -1.73277, -1.0542, -0.0337837, 0, 0, 2022-08-23.18:25:43, 12
5, -1.522, -1.006, -0.0213, 35.43, 25.31, -26.46, -31.52, -1.73356, -1.05384, -0.0337837, 0, 0, 2022-08-23.18:25:43, 14
5, -1.517, -1.006, -0.0222, 35.43, 25.08, -28.3, -32.44, -1.71797, -1.054, -0.020143, 0, 0, 2022-08-23.18:25:43, 15
5, -1.502, -1.006, -0.0198, 36.81, 25.77, -28.99, -32.21, -1.70788, -1.05448, -0.020143, 0, 0, 2022-08-23.18:25:43, 17
5, -1.497, -1.005, -0.0204, 36.12, 26, -28.53, -31.98, -1.70005, -1.05485, -0.020143, 0, 0, 2022-08-23.18:25:43, 18
5, -1.487, -1.005, -0.0218, 36.35, 27.15, -30.14, -34.74, -1.70238, -1.05437, -0.020143, 0, 0, 2022-08-23.18:25:43, 20
5, -1.467, -1.005, -0.0223, 36.58, 27.61, -28.99, -32.9, -1.68694, -1.05455, -0.00163594, 0, 0, 2022-08-23.18:25:43, 23
5, -1.462, -1.005, -0.0231, 37.73, 28.07, -29.22, -33.36, -1.67941, -1.05473, -0.00163594, 0, 0, 2022-08-23.18:25:43, 24
5, -1.446, -1.005, -0.0272, 34.51, 26.69, -28.99, -32.9, -1.66996, -1.05496, -0.00163594, 0, 0, 2022-08-23.18:25:43, 26
5, -1.437, -1.005, -0.0273, 35.2, 26.92, -28.76, -33.13, -1.67457, -1.05474, -0.00163594, 0, 0, 2022-08-23.18:25:43, 28
5, -1.426, -1.005, -0.0277, 37.27, 26.69, -28.3, -33.59, -1.66965, -1.05483, -0.00163594, 0, 0, 2022-08-23.18:25:43, 30
5, -1.416, -1.005, -0.0288, 37.04, 27.15, -27.84, -33.36, -1.62825, -1.05422, 0.00431347, 0, 0, 2022-08-23.18:25:43, 31
5, -1.406, -1.005, -0.0289, 35.2, 27.38, -27.84, -33.36, -1.61639, -1.05417, 0.00431347, 0, 0, 2022-08-23.18:25:43, 33
5, -1.401, -1.005, -0.0268, 36.12, 28.3, -28.3, -33.82, -1.61591, -1.05398, 0.00431347, 0, 0, 2022-08-23.18:25:43, 34
5, -1.385, -1.005, -0.0261, 37.96, 29.22, -29.45, -34.74, -1.60498, -1.05389, 0.00431347, 0, 0, 2022-08-23.18:25:43, 36
5, -1.375, -1.005, -0.0261, 34.51, 26.69, -27.15, -31.98, -1.59296, -1.05361, 0.00144463, 0, 0, 2022-08-23.18:25:43, 38
5, -1.365, -1.006, -0.0243, 36.35, 27.84, -27.15, -32.67, -1.58133, -1.05346, 0.00144463, 0, 0, 2022-08-23.18:25:43, 40
5, -1.355, -1.006, -0.023, 34.97, 27.15, -26.46, -31.29, -1.58699, -1.05348, 0.00144463, 0, 0, 2022-08-23.18:25:43, 41
5, -1.344, -1.006, -0.0204, 34.28, 26.69, -26.46, -31.52, -1.58151, -1.0534, 0.00144463, 0, 0, 2022-08-23.18:25:43, 43
5, -1.334, -1.006, -0.0189, 38.42, 29.91, -29.68, -35.66, -1.56649, -1.05339, -0.00382563, 0, 0, 2022-08-23.18:25:43, 45
5, -1.323, -1.006, -0.0184, 38.19, 29.45, -29.68, -34.97, -1.55745, -1.05331, -0.00382563, 0, 0, 2022-08-23.18:25:44, 46
5, -1.312, -1.006, -0.0181, 33.36, 25.77, -26.69, -30.6, -1.55021, -1.05325, -0.00382563, 0, 0, 2022-08-23.18:25:44, 48
