ID, ROBOT_X, ROBOT_Y, ROBOT_W, ROBOT_M1, ROBOT_M2, ROBOT_M3, ROBOT_M4, VISION_X, VISION_Y, VISION_W, BEHAVIOR, LABEL, TIMESTAMP, PCKT
5, -1.997, -0.994, 0.0082, 14.49, 6.9, -5.98, -10.35, -2.00155, -0.995169, 0.011014, 0, 0, 2022-08-23.18:24:05, 179
5, -1.993, -0.994, 0.0054, 23.7, 11.5, -10.58, -21.16, -2.00158, -0.995135, 0.011014, 0, 0, 2022-08-23.18:24:05, 181
5, -1.984, -0.994, -0.0015, 27.15, 18.4, -16.33, -25.54, -2.00162, -0.995096, 0.011014, 0, 0, 2022-08-23.18:24:05, 183
5, -1.98, -0.994, -0.0047, 29.22, 18.17, -19.78, -25.54, -2.00166, -0.995054, 0.011014, 0, 0, 2022-08-23.18:24:05, 184
5, -1.973, -0.993, -0.0139, 30.6, 16.79, -20.24, -18.4, -2.00187, -0.995183, 0.011828, 0, 0, 2022-08-23.18:24:05, 186
5, -1.961, -0.992, -0.0406, 33.13, 26, -22.31, -30.6, -2.00193, -0.995182, 0.011828, 0, 0, 2022-08-23.18:24:05, 188
5, -1.956, -0.992, -0.0503, 34.05, 26.23, -25.31, -33.59, -2.002, -0.99518, 0.011828, 0, 0, 2022-08-23.18:24:05, 189
5, -1.946, -0.993, -0.0725, 34.74, 23.93, -29.68, -32.9, -2.00011, -0.995249, 0.00158895, 0, 0, 2022-08-23.18:24:05, 191
5, -1.932, -0.993, -0.1083, 32.9, 24.85, -28.76, -28.99, -1.99974, -0.99526, 0.00158895, 0, 0, 2022-08-23.18:24:05, 193
5, -1.922, -0.994, -0.1287, 32.9, 21.16, -26, -31.52, -1.99927, -0.995273, 0.00158895, 0, 0, 2022-08-23.18:24:05, 195
5, -1.918, -0.994, -0.1371, 35.2, 25.77, -25.31, -33.36, -1.99889, -0.995284, 0.00158895, 0, 0, 2022-08-23.18:24:05, 196
5, -1.902, -0.996, -0.1711, 35.66, 26.46, -27.84, -30.14, -1.99064, -0.996543, -0.0431817, 0, 0, 2022-08-23.18:24:05, 198
5, -1.892, -0.997, -0.1905, 32.9, 23.46, -30.83, -30.83, -1.98868, -0.996806, -0.0431817, 0, 0, 2022-08-23.18:24:05, 200
5, -1.888, -0.998, -0.2001, 32.9, 25.77, -29.91, -31.75, -1.98631, -0.997125, -0.0431817, 0, 0, 2022-08-23.18:24:05, 201
