ID," ROBOT_X"," ROBOT_Y"," ANGLE"
5," 1.96208"," 1.29093"," 2.93987"
5," 1.94737"," 1.29182"," 2.93987"
5," 1.93368"," 1.29449"," 2.94075"
5," 1.91641"," 1.29637"," 2.94075"
5," 1.90321"," 1.29689"," 2.95384"
5," 1.88923"," 1.29806"," 2.95384"
5," 1.8712"," 1.29871"," 2.96048"
5," 1.8536"," 1.29983"," 2.96048"
5," 1.80713"," 1.32305"," 2.95862"
5," 1.77704"," 1.333"," 2.95862"
5," 1.77242"," 1.32976"," 2.97093"
5," 1.75093"," 1.33482"," 2.97093"
5," 1.74362"," 1.33181"," 2.97544"
5," 1.72829"," 1.33362"," 2.97544"
5," 1.71333"," 1.33434"," 2.97781"
5," 1.69833"," 1.3357"," 2.97781"
5," 1.68441"," 1.33702"," 2.98574"
5," 1.66801"," 1.33855"," 2.98574"
5," 1.65288"," 1.34014"," 2.98969"
5," 1.63635"," 1.34176"," 2.98969"
5," 1.61919"," 1.34317"," 2.99339"
5," 1.60327"," 1.34461"," 2.99339"
5," 1.58949"," 1.344"," 3.0021"
5," 1.57265"," 1.34475"," 3.0021"
5," 1.55671"," 1.34646"," 2.99991"
5," 1.54125"," 1.34751"," 2.99991"
5," 1.52686"," 1.34816"," 3.0114"
5," 1.5112"," 1.3491"," 3.0114"
5," 1.49698"," 1.35011"," 3.01702"
5," 1.47997"," 1.3512"," 3.01702"
5," 1.46398"," 1.35303"," 3.03148"
5," 1.44648"," 1.35449"," 3.03148"
5," 1.41938"," 1.36749"," 3.01296"
5," 1.39629"," 1.37422"," 3.01296"
5," 1.37252"," 1.38061"," 3.02111"
5," 1.3479"," 1.38756"," 3.02111"
5," 1.33193"," 1.38509"," 3.01887"
5," 1.30932"," 1.38861"," 3.01887"
5," 1.30007"," 1.38896"," 3.01934"
5," 1.28234"," 1.39131"," 3.01934"
5," 1.27223"," 1.39171"," 3.01719"
5," 1.25874"," 1.39318"," 3.01719"
5," 1.24354"," 1.39255"," 3.02633"
5," 1.22719"," 1.39338"," 3.02633"
5," 1.20967"," 1.39662"," 3.02314"
5," 1.19478"," 1.39817"," 3.02314"
5," 1.17914"," 1.39866"," 3.01978"
5," 1.1645"," 1.39979"," 3.01978"
5," 1.14521"," 1.40136"," 3.03824"
5," 1.12708"," 1.4028"," 3.03824"
5," 1.1145"," 1.40836"," 3.03453"
5," 1.09787"," 1.41138"," 3.03453"
5," 1.08198"," 1.41054"," 3.03471"
5," 1.06578"," 1.41214"," 3.03471"
5," 1.05076"," 1.41529"," 3.04469"
5," 1.03418"," 1.41755"," 3.04469"
5," 1.01871"," 1.42119"," 3.04756"
5," 1.00466"," 1.42358"," 3.04756"
5," 0.994769"," 1.42829"," 3.03743"
5," 0.982427"," 1.43136"," 3.03743"
5," 0.959569"," 1.4289"," 3.05343"
5," 0.943771"," 1.43013"," 3.05343"
5," 0.933671"," 1.43096"," 3.05298"
5," 0.91975"," 1.43206"," 3.05298"
5," 0.909239"," 1.43139"," 3.03633"
5," 0.895748"," 1.4319"," 3.03633"
5," 0.884052"," 1.43828"," 3.06946"
5," 0.8707"," 1.44098"," 3.06946"
5," 0.859233"," 1.44048"," 3.05521"
5," 0.846359"," 1.44207"," 3.05521"
5," 0.836298"," 1.44302"," 3.04718"
5," 0.825652"," 1.44423"," 3.04718"
5," 0.810173"," 1.44598"," 3.04608"
5," 0.798268"," 1.44733"," 3.04608"
5," 0.791551"," 1.45104"," 3.06169"
5," 0.781745"," 1.4531"," 3.06169"
5," 0.767457"," 1.45338"," 3.04874"
5," 0.756492"," 1.45477"," 3.04874"
5," 0.745089"," 1.45388"," 3.05721"
5," 0.734686"," 1.45446"," 3.05721"
5," 0.725305"," 1.45518"," 3.05547"
5," 0.705897"," 1.45579"," 3.05333"
5," 0.696655"," 1.45617"," 3.05333"
5," 0.686978"," 1.45898"," 3.06643"
5," 0.678161"," 1.46013"," 3.06643"
5," 0.670506"," 1.46207"," 3.05585"
5," 0.662524"," 1.46341"," 3.05585"
