5," 1.951"," 1.946"," 2.8266"
5," 1.904"," 1.958"," 2.8335"
5," 1.856"," 1.969"," 2.8403"
5," 1.809"," 1.981"," 2.8458"
5," 1.755"," 1.993"," 2.854"
5," 1.707"," 2.005"," 2.8596"
5," 1.659"," 2.016"," 2.863"
5," 1.611"," 2.028"," 2.8661"
5," 1.563"," 2.041"," 2.8692"
5," 1.463"," 2.069"," 2.8709"
5," 1.415"," 2.08"," 2.8706"
5," 1.366"," 2.093"," 2.8756"
5," 1.318"," 2.105"," 2.876"
5," 1.27"," 2.117"," 2.8782"
5," 1.216"," 2.131"," 2.8793"
5," 1.171"," 2.143"," 2.8798"
5," 1.128"," 2.155"," 2.8763"
5," 1.086"," 2.166"," 2.8761"
5," 1.009"," 2.186"," 2.8833"
5," 0.971"," 2.196"," 2.8809"
5," 0.937"," 2.206"," 2.8756"
5," 0.905"," 2.214"," 2.8774"
5," 0.874"," 2.223"," 2.8808"
5," 0.845"," 2.23"," 2.8792"
5," 0.817"," 2.238"," 2.8811"
5," 0.787"," 2.246"," 2.8789"
5," 0.762"," 2.252"," 2.8807"
5," 0.737"," 2.259"," 2.8807"
5," 0.714"," 2.265"," 2.8823"
5," 0.692"," 2.271"," 2.8809"
5," 0.671"," 2.277"," 2.8823"
5," 0.649"," 2.282"," 2.8812"
5," 0.63"," 2.287"," 2.8812"
5," 0.611"," 2.292"," 2.8857"
5," 0.604"," 2.269"," 3.0308"
5," 0.602"," 2.244"," -3.0816"
5," 0.604"," 2.219"," -2.9395"
5," 0.607"," 2.189"," -2.7737"
5," 0.61"," 2.159"," -2.6512"
5," 0.613"," 2.127"," -2.5341"
5," 0.615"," 2.094"," -2.4336"
5," 0.621"," 2.022"," -2.2572"
5," 0.624"," 1.981"," -2.1779"
5," 0.626"," 1.941"," -2.1138"
5," 0.627"," 1.9"," -2.0583"
5," 0.628"," 1.857"," -2.0068"
5," 0.629"," 1.814"," -1.9624"
5," 0.629"," 1.765"," -1.9203"
5," 0.628"," 1.72"," -1.8878"
5," 0.626"," 1.675"," -1.8614"
5," 0.624"," 1.628"," -1.8375"
5," 0.621"," 1.582"," -1.8157"
5," 0.618"," 1.534"," -1.8004"
5," 0.608"," 1.435"," -1.7744"
5," 0.602"," 1.386"," -1.7657"
5," 0.596"," 1.338"," -1.7585"
5," 0.59"," 1.289"," -1.7521"
5," 0.584"," 1.24"," -1.7472"
5," 0.576"," 1.186"," -1.7408"
5," 0.57"," 1.137"," -1.7375"
5," 0.563"," 1.087"," -1.7358"
5," 0.555"," 1.038"," -1.7337"
5," 0.548"," 0.989"," -1.7323"
5," 0.539"," 0.936"," -1.7329"
5," 0.532"," 0.886"," -1.7323"
5," 0.523"," 0.836"," -1.7324"
5," 0.514"," 0.787"," -1.7329"
5," 0.506"," 0.738"," -1.7356"
5," 0.496"," 0.688"," -1.7371"
5," 0.486"," 0.633"," -1.7382"
5," 0.476"," 0.583"," -1.7423"
5," 0.467"," 0.535"," -1.7432"
5," 0.459"," 0.489"," -1.7385"
5," 0.444"," 0.402"," -1.7461"
5," 0.434"," 0.359"," -1.7468"
5," 0.417"," 0.287"," -1.7545"
5," 0.409"," 0.253"," -1.7647"
5," 0.396"," 0.19"," -1.7741"
5," 0.388"," 0.158"," -1.7704"
5," 0.38"," 0.131"," -1.7796"
5," 0.374"," 0.105"," -1.7856"
5," 0.368"," 0.08"," -1.7895"
5," 0.356"," 0.033"," -1.7929"
5," 0.351"," 0.01"," -1.7924"
5," 0.347"," -0.009"," -1.7905"
5," 0.343"," -0.029"," -1.7917"
5," 0.338"," -0.047"," -1.7942"
5," 0.389"," -0.059"," -1.4871"
5," 0.413"," -0.055"," -1.3251"
5," 0.437"," -0.048"," -1.1762"
5," 0.465"," -0.042"," -1.0355"
5," 0.495"," -0.036"," -0.9126"
5," 0.527"," -0.029"," -0.8049"
5," 0.564"," -0.022"," -0.6996"
5," 0.638"," -0.011"," -0.5409"
5," 0.677"," -0.006"," -0.4759"
5," 0.718"," -0.001"," -0.4153"
5," 0.898"," 0.009"," -0.2526"
5," 0.944"," 0.01"," -0.2273"
5," 0.99"," 0.01"," -0.2019"
5," 1.041"," 0.01"," -0.1808"
5," 1.183"," 0.009"," -0.1356"
5," 1.28"," 0.005"," -0.1175"
5," 1.335"," 0.001"," -0.11"
5," 1.384"," 0"," -0.1049"
5," 1.434"," -0.004"," -0.1024"
5," 1.483"," -0.008"," -0.0985"
5," 1.533"," -0.012"," -0.0962"
5," 1.586"," -0.016"," -0.0959"
5," 1.636"," -0.02"," -0.0951"
5," 1.686"," -0.025"," -0.0911"
5," 1.736"," -0.029"," -0.0915"
5," 1.836"," -0.041"," -0.0998"
5," 1.892"," -0.047"," -0.1027"
5," 1.942"," -0.052"," -0.1002"
5," 2.089"," -0.067"," -0.0993"
5," 2.135"," -0.072"," -0.0977"
5," 2.182"," -0.077"," -0.0974"
5," 2.223"," -0.08"," -0.0986"
5," 2.26"," -0.081"," -0.0953"
5," 2.295"," -0.082"," -0.0876"
5," 2.329"," -0.083"," -0.0805"
5," 2.365"," -0.083"," -0.0749"
5," 2.395"," -0.085"," -0.071"
5," 2.425"," -0.086"," -0.067"
5," 2.453"," -0.087"," -0.0621"
5," 2.48"," -0.089"," -0.0619"
5," 2.505"," -0.09"," -0.0629"
5," 2.532"," -0.092"," -0.0618"
5," 2.555"," -0.094"," -0.0635"
5," 2.577"," -0.095"," -0.0629"
5," 2.598"," -0.097"," -0.062"
5," 2.618"," -0.098"," -0.0624"
5," 2.637"," -0.099"," -0.0657"
5," 2.65"," -0.099"," 0.0307"
5," 2.648"," -0.072"," 0.2046"
5," 2.643"," -0.047"," 0.3646"
5," 2.635"," -0.019"," 0.5076"
5," 2.637"," 0.051"," 0.6979"
5," 2.642"," 0.089"," 0.7712"
5," 2.644"," 0.128"," 0.845"
5," 2.644"," 0.206"," 0.9864"
5," 2.644"," 0.247"," 1.0394"
5," 2.646"," 0.295"," 1.092"
5," 2.648"," 0.338"," 1.1358"
5," 2.651"," 0.382"," 1.1734"
5," 2.653"," 0.427"," 1.2073"
5," 2.657"," 0.472"," 1.2369"
5," 2.66"," 0.518"," 1.2606"
5," 2.664"," 0.569"," 1.2846"
5," 2.67"," 0.615"," 1.3012"
5," 2.675"," 0.662"," 1.3155"
5," 2.681"," 0.71"," 1.3293"
5," 2.687"," 0.758"," 1.3392"
5," 2.694"," 0.806"," 1.3485"
5," 2.702"," 0.86"," 1.3576"
5," 2.709"," 0.909"," 1.3637"
5," 2.716"," 0.957"," 1.3705"
5," 2.725"," 1.006"," 1.3739"
5," 2.734"," 1.055"," 1.3754"
5," 2.743"," 1.108"," 1.3768"
5," 2.752"," 1.157"," 1.3786"
5," 2.762"," 1.206"," 1.3799"
5," 2.771"," 1.255"," 1.3792"
5," 2.79"," 1.354"," 1.3788"
5," 2.801"," 1.403"," 1.3776"
5," 2.812"," 1.458"," 1.3774"
5," 2.822"," 1.507"," 1.3751"
5," 2.832"," 1.556"," 1.3742"
5," 2.853"," 1.655"," 1.3704"
5," 2.864"," 1.704"," 1.3684"
5," 2.877"," 1.758"," 1.3633"
5," 2.888"," 1.805"," 1.3605"
5," 2.899"," 1.85"," 1.3587"
5," 2.91"," 1.893"," 1.3587"
5," 2.919"," 1.934"," 1.3557"
5," 2.929"," 1.973"," 1.3521"
5," 2.939"," 2.015"," 1.3479"
5," 2.958"," 2.082"," 1.3411"
5," 2.966"," 2.113"," 1.335"
5," 2.974"," 2.143"," 1.3261"
5," 2.982"," 2.171"," 1.3239"
5," 2.99"," 2.2"," 1.3229"
5," 2.997"," 2.226"," 1.3211"
5," 3.003"," 2.251"," 1.3211"
5," 3.009"," 2.274"," 1.3209"
5," 3.015"," 2.296"," 1.3169"
5," 3.02"," 2.317"," 1.3162"
5," 3.026"," 2.34"," 1.3146"
5," 3.032"," 2.359"," 1.3078"
5," 3.037"," 2.377"," 1.308"
5," 3.043"," 2.396"," 1.3042"
5," 3.049"," 2.414"," 1.3016"
5," 3.054"," 2.432"," 1.2984"
5," 3.057"," 2.441"," 1.291"
5," 3.059"," 2.447"," 1.2795"
5," 3.06"," 2.448"," 1.2698"
5," 3.06"," 2.448"," 1.2668"
5," 3.06"," 2.448"," 1.267"
5," 3.06"," 2.448"," 1.267"
