X, Y, Z, Vx, Vy, Vz, T
5.170732748299139425e-01, 2.434865677511660886e-01, 8.785824235874000010e+01, 6.035990155975151650e-01, 2.918885392057349315e-01, 1.567784958546085683e+00, 1.052212047576904297e+01
5.158901798605853850e-01, 2.854228381539559156e-01, 8.765248112529457103e+01, 6.048236265109960819e-01, 3.374122880116456336e-01, 1.572209666092138303e+00, 1.056439709663391113e+01
5.159779016266975438e-01, 3.185244178143358806e-01, 8.770567093126784641e+01, 6.063130026994822952e-01, 3.716913286768827041e-01, 1.565127167184759083e+00, 1.060708570480346680e+01
5.163805605966801382e-01, 3.611914055392954626e-01, 8.713413125657437774e+01, 6.079141087330528492e-01, 4.081345789033841709e-01, 1.577422806056751226e+00, 1.064886045455932617e+01
5.160472267777019839e-01, 3.978741033432403595e-01, 8.640167218833968832e+01, 6.079001637953972415e-01, 4.519114944672322220e-01, 1.567012512443362926e+00, 1.069058322906494141e+01
5.333643378057416617e-01, 4.530025431695678950e-01, 8.512194287788513236e+01, 6.126897614059022557e-01, 4.910463053823137525e-01, 1.575561698741263950e+00, 1.073237371444702148e+01
5.334020734802588093e-01, 4.867594229198596856e-01, 8.487991121329551447e+01, 6.135257296403338056e-01, 5.331124826012639817e-01, 1.566012840921565896e+00, 1.077447605133056641e+01
5.404325845573414444e-01, 5.220038713254541163e-01, 8.463384778475158043e+01, 6.144045078692416118e-01, 5.596768375816595364e-01, 1.558407572392924045e+00, 1.081613111495971680e+01
5.424074627634102308e-01, 5.595012766951161787e-01, 8.462901880698223067e+01, 6.153859575228790568e-01, 6.000361467573849250e-01, 1.554587148613437053e+00, 1.085745382308959961e+01
5.437407807892946643e-01, 5.877948995488033734e-01, 8.467595037989678985e+01, 6.153924581744769640e-01, 6.386573192977300639e-01, 1.561656914616631475e+00, 1.089966773986816406e+01
5.452881298711983460e-01, 6.369521531614299459e-01, 8.498614090632680984e+01, 6.175297094071989790e-01, 6.724022800596801686e-01, 1.560971518938058411e+00, 1.094125699996948242e+01
5.449975140143444863e-01, 6.745483413909084680e-01, 8.440046028322173299e+01, 6.160711853595198795e-01, 7.172472127013077570e-01, 1.561171862380515307e+00, 1.098391890525817871e+01
5.468151435846728692e-01, 7.131310029992028454e-01, 8.481621854936466320e+01, 6.176855241254277651e-01, 7.639251497040118188e-01, 1.563007657075768275e+00, 1.102577424049377441e+01
5.587416722453114604e-01, 7.447950834204460913e-01, 8.479427651307793212e+01, 6.171908579073650536e-01, 8.028421936834991834e-01, 1.560210079216663104e+00, 1.106771326065063477e+01
5.590752393627359540e-01, 7.790990535714418241e-01, 8.518996293830228694e+01, 6.178841452505008380e-01, 8.492969707442131755e-01, 1.566458153814804577e+00, 1.110925459861755371e+01
5.601613640405752603e-01, 8.171796582327940373e-01, 8.527043142512266627e+01, 6.166584853057701654e-01, 8.769726766941269291e-01, 1.564433360867887535e+00, 1.115110063552856445e+01
5.614890215106494997e-01, 8.582934951208394114e-01, 8.518310234072400533e+01, 6.155309318623423120e-01, 9.185392697549952246e-01, 1.580847778838473827e+00, 1.119343757629394531e+01
5.617827231533267796e-01, 8.898268138843946629e-01, 8.556487898536478554e+01, 6.144584998728380709e-01, 9.612076423317913454e-01, 1.579829175301963984e+00, 1.123522901535034180e+01
5.625078631577643540e-01, 9.246203404370886281e-01, 8.538090263081363673e+01, 6.139999999999999902e-01, 9.849999999999999867e-01, 1.590899999999999981e+00, 1.127691054344177246e+01
5.632392418490128616e-01, 9.597109183932405196e-01, 8.512141252508580180e+01, 6.121976495464557244e-01, 1.023892526202294873e+00, 1.583319080018830594e+00, 1.131932926177978516e+01
5.644690211206965236e-01, 1.002645491670850930e+00, 8.554570385433075330e+01, 6.108270338545672695e-01, 1.060088642998237018e+00, 1.596310639589161084e+00, 1.136108279228210449e+01
5.647362372345168247e-01, 1.044021008960961838e+00, 8.629768169370338171e+01, 6.066542121282678668e-01, 1.095207624456127959e+00, 1.592100000000000071e+00, 1.140284037590026855e+01
5.653377208147888355e-01, 1.070431396819510272e+00, 8.638244911178320251e+01, 6.044125701496841918e-01, 1.139210812718807198e+00, 1.593736587577323061e+00, 1.144459033012390137e+01
5.665698758221385800e-01, 1.103987217002491583e+00, 8.635927621886249028e+01, 6.028317764820501079e-01, 1.172715354059604920e+00, 1.582654209290885072e+00, 1.148687815666198730e+01
5.668205130534221814e-01, 1.131229700914868852e+00, 8.599531146129567105e+01, 5.999999999999999778e-01, 1.211000000000000076e+00, 1.585199999999999942e+00, 1.153043150901794434e+01
5.676215802822585088e-01, 1.157741642078903066e+00, 8.586438391540892212e+01, 5.982018692325397069e-01, 1.246157226393553419e+00, 1.589831706558678892e+00, 1.157346320152282715e+01
5.660215134547399440e-01, 1.167159730184832434e+00, 8.741127963501241993e+01, 5.964156551260960670e-01, 1.281106093051143535e+00, 1.586206234196379405e+00, 1.161515235900878906e+01
5.691127258436176062e-01, 1.177885371309372431e+00, 8.734427959397807228e+01, 5.941868540273904653e-01, 1.309016252616097109e+00, 1.587565209028558133e+00, 1.165712285041809082e+01
5.704044911866388290e-01, 1.206799738669426914e+00, 8.819303151912461658e+01, 5.969834928288314524e-01, 1.333701953751217362e+00, 1.573186079855998010e+00, 1.169913697242736816e+01
5.849175869810594453e-01, 1.225030209589714980e+00, 8.703438191217530573e+01, 5.923180519675353972e-01, 1.365750225239219517e+00, 1.580507608205441006e+00, 1.174123406410217285e+01
5.864696277344171316e-01, 1.240619269825583793e+00, 8.679900494762675578e+01, 5.908614324506582527e-01, 1.391097940679275391e+00, 1.579480151726358805e+00, 1.178316259384155273e+01
5.870548277813932847e-01, 1.260447453550561203e+00, 8.669416552820429445e+01, 5.882216644854985077e-01, 1.415800036072817347e+00, 1.579698963529991618e+00, 1.182478117942810059e+01
5.888131441283734890e-01, 1.284709746762235483e+00, 8.658994550543037860e+01, 5.951338760590154653e-01, 1.441956745275726703e+00, 1.568385160247755428e+00, 1.186653375625610352e+01
5.887739531989835129e-01, 1.303451092419111612e+00, 8.659896228031063004e+01, 5.921898075103118053e-01, 1.473865295893969529e+00, 1.579494062127895893e+00, 1.190828084945678711e+01
5.898671363985681371e-01, 1.330348292261745557e+00, 8.662111994066222564e+01, 5.895083597756790583e-01, 1.496432055878330614e+00, 1.578582359124227175e+00, 1.194980621337890625e+01
5.893390373856852715e-01, 1.358261011698880472e+00, 8.657835052104576334e+01, 5.868299811108738107e-01, 1.521908600123321298e+00, 1.576244492503615424e+00, 1.199136400222778320e+01
5.911327390369077728e-01, 1.382295540416400126e+00, 8.658244895545483644e+01, 5.868407421996452156e-01, 1.547305879489372815e+00, 1.573284933689828691e+00, 1.203297162055969238e+01
5.887207516013380770e-01, 1.407381848481529696e+00, 8.747154247152843709e+01, 5.869999999999999662e-01, 1.570999999999999952e+00, 1.557600000000000096e+00, 1.207494759559631348e+01
5.895546026025558772e-01, 1.427477198064587283e+00, 8.754512789938526396e+01, 5.852699745075421456e-01, 1.586282666737837133e+00, 1.591224323708054778e+00, 1.211758780479431152e+01
5.902902834289720513e-01, 1.444049333857724715e+00, 8.745731397217809899e+01, 5.823574826970806528e-01, 1.607099183674046694e+00, 1.576521424522552950e+00, 1.215979051589965820e+01
5.866072089428886471e-01, 1.472029118394190039e+00, 8.808990122628942743e+01, 5.799023900208395421e-01, 1.631200505603220163e+00, 1.575997432711334412e+00, 1.220168018341064453e+01
5.858920925325309392e-01, 1.491396915163921033e+00, 8.840348666214180184e+01, 5.798754560012637782e-01, 1.656499391748781802e+00, 1.568176154958943469e+00, 1.224382233619689941e+01
5.841654583512014831e-01, 1.510575024682427880e+00, 8.865572411875125169e+01, 5.749999999999999556e-01, 1.673000000000000043e+00, 1.578899999999999970e+00, 1.228632998466491699e+01
5.827615390959233199e-01, 1.532119490756859159e+00, 8.875141878179852029e+01, 5.755270058283991075e-01, 1.700776650544736590e+00, 1.578242227454863533e+00, 1.232956504821777344e+01
5.805690363811285559e-01, 1.549194585907736954e+00, 8.866489506237223850e+01, 5.740647742612069448e-01, 1.720081619980805776e+00, 1.589909733809431458e+00, 1.237222528457641602e+01
5.790715046353185347e-01, 1.569761240450903594e+00, 8.882564596171197024e+01, 5.727156626347152946e-01, 1.736951185888568450e+00, 1.584533981864033603e+00, 1.241476941108703613e+01
5.781583512408173808e-01, 1.585994540661013641e+00, 8.888536953647539463e+01, 5.695424594671066876e-01, 1.758459475843605624e+00, 1.590257099512983219e+00, 1.245742464065551758e+01
5.765413154063150358e-01, 1.605042436684088747e+00, 8.910424330763143530e+01, 5.669847981937660153e-01, 1.778531359263283873e+00, 1.579155368995905917e+00, 1.249986505508422852e+01
5.734505513728428427e-01, 1.627378113702594442e+00, 8.930106982473067490e+01, 5.667251342800631031e-01, 1.795102022901457595e+00, 1.576589835871385237e+00, 1.254200863838195801e+01
5.706642642977752811e-01, 1.644269069466969269e+00, 8.935663784781579011e+01, 5.658127743928942355e-01, 1.814319170606292886e+00, 1.592366513410554907e+00, 1.258558034896850586e+01
5.688735608139551259e-01, 1.662042396617585682e+00, 8.946007969697511442e+01, 5.643390147760506403e-01, 1.830182074012111748e+00, 1.583817868998518508e+00, 1.262833023071289062e+01
5.677894522030841884e-01, 1.678331391289083596e+00, 8.941129092397790146e+01, 5.622377737713885049e-01, 1.851066939994108429e+00, 1.574809283081451960e+00, 1.267055153846740723e+01
5.651052545426232809e-01, 1.695102014908165700e+00, 8.967134328689598988e+01, 5.612559651043207420e-01, 1.865078224614715063e+00, 1.586485366769649685e+00, 1.271335411071777344e+01
5.631973922119770659e-01, 1.711684883773730181e+00, 8.949072334012809904e+01, 5.606717165550509918e-01, 1.883057090721051319e+00, 1.595169248007306972e+00, 1.275595164299011230e+01
5.612719384528109812e-01, 1.726455618649228807e+00, 8.917029468983034235e+01, 5.617376738532289249e-01, 1.903943490305202602e+00, 1.596390630521029808e+00, 1.279844403266906738e+01
5.597724611631749170e-01, 1.743784491880182586e+00, 8.902492775983628803e+01, 5.597776167699434202e-01, 1.918003510787269716e+00, 1.587277014421210053e+00, 1.284055685997009277e+01
5.578818999307886273e-01, 1.761163048935060260e+00, 8.897931207721315161e+01, 5.572375074027200448e-01, 1.937659008102416980e+00, 1.580849083374809672e+00, 1.288382673263549805e+01
5.567923704780293193e-01, 1.777587761216579132e+00, 8.914095039984397317e+01, 5.567633445400756997e-01, 1.956719523889835388e+00, 1.586450070727943640e+00, 1.292680644989013672e+01
5.551196842587093894e-01, 1.792273502225242732e+00, 8.933371392597160821e+01, 5.574618433965338182e-01, 1.966421979630198491e+00, 1.568279160962101182e+00, 1.297028899192810059e+01
5.540795482388624071e-01, 1.811054667710563004e+00, 8.951293671523499995e+01, 5.540000000000000480e-01, 1.981999999999999984e+00, 1.570000000000000062e+00, 1.301433134078979492e+01
5.514511093695818600e-01, 1.828375774028664580e+00, 8.951972020979384581e+01, 5.506862958735412317e-01, 1.997710687585814160e+00, 1.581800000000000095e+00, 1.305703210830688477e+01
5.508352143104386922e-01, 1.845244427148538868e+00, 8.918398391591952645e+01, 5.522471681202623106e-01, 2.015817116625358452e+00, 1.582254062114955673e+00, 1.309991812705993652e+01
5.499375655809851660e-01, 1.863081336189193360e+00, 8.921496326447152114e+01, 5.520937304621020836e-01, 2.027023415450803778e+00, 1.597376007392802499e+00, 1.314261960983276367e+01
5.483238369851739513e-01, 1.879903869998752919e+00, 8.923387447478476986e+01, 5.507127199543291329e-01, 2.043408513662234416e+00, 1.596596044673899151e+00, 1.318534684181213379e+01
5.466789408831783659e-01, 1.895614065326882036e+00, 8.918507010332282903e+01, 5.490576046749428007e-01, 2.059463634641009566e+00, 1.595330519676151138e+00, 1.322920107841491699e+01
5.460772095452439689e-01, 1.909598592480872048e+00, 8.924889269231933042e+01, 5.468064326596301372e-01, 2.070688369219984892e+00, 1.594600000000000017e+00, 1.327144408226013184e+01
5.454310161151670888e-01, 1.926571746384382333e+00, 8.910304409110958090e+01, 5.475381550257939489e-01, 2.089478283924984581e+00, 1.585131824447447491e+00, 1.331402015686035156e+01
5.441959212729219342e-01, 1.942504391528166341e+00, 8.875590604815016604e+01, 5.457694453364072551e-01, 2.105156548050092447e+00, 1.583737682473865371e+00, 1.335697674751281738e+01
5.435935458108862584e-01, 1.956943546233835596e+00, 8.856981920318143864e+01, 5.444045325812673086e-01, 2.118666649007613145e+00, 1.575911704431658178e+00, 1.339987659454345703e+01
5.426105887091259294e-01, 1.972596479500997146e+00, 8.857584756261618963e+01, 5.428905212376350375e-01, 2.136077235233421856e+00, 1.578029046785932588e+00, 1.344290590286254883e+01
5.421027461266068048e-01, 1.987501129702470282e+00, 8.859305020073047388e+01, 5.415916366742419275e-01, 2.151545282876663023e+00, 1.585405364744194801e+00, 1.348584938049316406e+01
5.418186293478534088e-01, 1.999757745806839626e+00, 8.872042315029443671e+01, 5.395459405263407504e-01, 2.163811970263638695e+00, 1.589963692469144707e+00, 1.352836441993713379e+01
5.415097598694684766e-01, 2.014632986352828947e+00, 8.870735098334763791e+01, 5.387105685525318544e-01, 2.173307222387958149e+00, 1.579902910444503927e+00, 1.357061314582824707e+01
5.405746583710749897e-01, 2.029806848138299369e+00, 8.870641200046118513e+01, 5.384138684592907342e-01, 2.187296415471091215e+00, 1.581984973334866318e+00, 1.361336064338684082e+01
5.390688081227447137e-01, 2.045019648722407268e+00, 8.855426663812332322e+01, 5.379647736717018125e-01, 2.200905559287475999e+00, 1.580925697438043009e+00, 1.365584588050842285e+01
5.382601433048405104e-01, 2.058506084742853126e+00, 8.853439083081809713e+01, 5.390000000000000346e-01, 2.218999999999999861e+00, 1.577800000000000091e+00, 1.369814562797546387e+01
5.379848320595078670e-01, 2.071685331731314417e+00, 8.833727319877318962e+01, 5.367769798622175070e-01, 2.230552087764253510e+00, 1.577700000000000102e+00, 1.374071288108825684e+01
